Date,StockCode,Description,Country,QuantitySold,Revenue,UnitPrice
2011-06-10,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,38,49.92,1.6533333333333333
2011-06-12,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,42,52.5,1.25
2011-06-13,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,48,60.0,1.25
2011-06-14,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,48,53.160000000000004,1.1866666666666668
2011-06-15,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,8,12.42,1.855
2011-06-16,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,11,27.06,2.46
2011-06-17,84978,HANGING HEART JAR T-LIGHT HOLDER,Channel Islands,12,15.0,1.25
2011-06-19,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,12,15.0,1.25
2011-06-20,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,95,111.12,1.6960000000000002
2011-06-21,84978,HANGING HEART JAR T-LIGHT HOLDER,Netherlands,12,15.0,1.25
2011-06-21,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,72,76.32000000000001,1.06
2011-06-22,84978,HANGING HEART JAR T-LIGHT HOLDER,EIRE,36,38.160000000000004,1.06
2011-06-22,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,66,82.5,1.25
2011-06-23,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,35,49.8,1.734
2011-06-24,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,86,96.24000000000001,1.5899999999999999
2011-06-28,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,12,15.0,1.25
2011-06-29,84978,HANGING HEART JAR T-LIGHT HOLDER,EIRE,108,114.48,1.06
2011-06-29,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,63,81.17,1.5525
2011-06-30,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,24,30.0,1.25
2011-07-04,84978,HANGING HEART JAR T-LIGHT HOLDER,EIRE,36,38.160000000000004,1.06
2011-07-04,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,33,66.66,2.1574999999999998
2011-07-05,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,70,107.28,1.5899999999999999
2011-07-06,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,26,34.92,1.855
2011-07-07,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,25,32.46,1.5525
2011-07-11,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,6,7.5,1.25
2011-07-12,84978,HANGING HEART JAR T-LIGHT HOLDER,France,12,15.0,1.25
2011-07-12,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,85,103.46000000000001,1.8075
2011-07-13,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,24,30.0,1.25
2011-07-14,84978,HANGING HEART JAR T-LIGHT HOLDER,Australia,12,15.0,1.25
2011-07-14,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,6,7.5,1.25
2011-07-17,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,18,22.5,1.25
2011-07-18,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,72,83.16,1.1866666666666668
2011-07-19,84978,HANGING HEART JAR T-LIGHT HOLDER,Australia,24,30.0,1.25
2011-07-19,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,42,52.5,1.25
2011-07-20,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,24,30.0,1.25
2011-07-21,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,12,15.0,1.25
2011-07-22,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,5,12.3,2.46
2011-07-24,84978,HANGING HEART JAR T-LIGHT HOLDER,Australia,36,38.160000000000004,1.06
2011-07-25,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,28,35.0,1.25
2011-07-26,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,17,27.3,1.855
2011-07-27,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,48,89.03999999999999,1.6533333333333333
2011-07-28,84978,HANGING HEART JAR T-LIGHT HOLDER,EIRE,12,15.0,1.25
2011-07-28,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,18,29.759999999999998,1.855
2011-07-29,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,38,49.92,1.5525
2011-07-31,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,13,16.25,1.25
2011-08-01,84978,HANGING HEART JAR T-LIGHT HOLDER,Germany,12,15.0,1.25
2011-08-01,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,24,30.0,1.25
2011-08-02,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,3,7.38,2.46
2011-08-03,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,30,37.5,1.25
2011-08-04,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,24,30.0,1.25
2011-08-05,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,78,90.66,1.2025000000000001
2011-08-07,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,12,15.0,1.25
2011-08-08,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,18,22.5,1.25
2011-08-09,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,11,27.06,2.46
2011-08-10,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,122,134.4,1.5899999999999999
2011-08-11,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,54,60.660000000000004,1.1866666666666668
2011-08-12,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,48,53.160000000000004,1.155
2011-08-15,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,66,82.5,1.25
2011-08-16,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,24,30.0,1.25
2011-08-18,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,60,68.16,1.1866666666666668
2011-08-21,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,120,129.48000000000002,1.1866666666666668
2011-08-22,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,3,3.75,1.25
2011-08-23,84978,HANGING HEART JAR T-LIGHT HOLDER,Channel Islands,12,15.0,1.25
2011-08-24,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,12,15.0,1.25
2011-08-25,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,72,76.32000000000001,1.06
2011-08-26,84978,HANGING HEART JAR T-LIGHT HOLDER,Netherlands,36,38.160000000000004,1.06
2011-08-26,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,12,15.0,1.25
2011-08-28,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,18,22.5,1.25
2011-08-30,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,50,123.0,2.46
2011-08-31,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,35,49.8,1.6533333333333333
2011-09-01,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,36,45.0,1.25
2011-09-02,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,25,46.980000000000004,2.0566666666666666
2011-09-05,84978,HANGING HEART JAR T-LIGHT HOLDER,EIRE,108,114.48,1.06
2011-09-06,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,12,15.0,1.25
2011-09-08,84978,HANGING HEART JAR T-LIGHT HOLDER,EIRE,36,38.160000000000004,1.06
2011-09-08,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,36,45.0,1.25
2011-09-09,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,36,38.160000000000004,1.06
2011-09-11,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,6,7.5,1.25
2011-09-12,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,18,22.5,1.25
2011-09-13,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,28,54.36,1.855
2011-09-14,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,30,37.5,1.25
2011-09-15,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,29,42.3,1.6533333333333333
2011-09-16,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,36,45.0,1.25
2011-09-18,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,6,7.5,1.25
2011-09-19,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,14,17.5,1.25
2011-09-20,84978,HANGING HEART JAR T-LIGHT HOLDER,EIRE,12,15.0,1.25
2011-09-21,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,4,9.84,2.46
2011-09-22,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,12,15.0,1.25
2011-09-23,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,18,22.5,1.25
2011-09-25,84978,HANGING HEART JAR T-LIGHT HOLDER,Australia,24,30.0,1.25
2011-09-25,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,36,45.0,1.25
2011-09-26,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,6,7.5,1.25
2011-09-27,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,12,15.0,1.25
2011-09-28,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,102,120.66,1.2183333333333335
2011-09-29,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,84,98.16,1.2120000000000002
2011-10-02,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,12,15.0,1.25
2011-10-04,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,18,22.5,1.25
2011-10-05,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,49,62.46,1.5525
2011-10-06,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,24,30.0,1.25
2011-10-10,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,18,22.5,1.25
2011-10-11,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,36,45.0,1.25
2011-10-12,84978,HANGING HEART JAR T-LIGHT HOLDER,EIRE,12,15.0,1.25
2011-10-12,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,38,43.080000000000005,1.76
2011-10-13,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,12,15.0,1.25
2011-10-14,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,24,30.0,1.25
2011-10-17,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,15,22.380000000000003,2.0566666666666666
2011-10-18,84978,HANGING HEART JAR T-LIGHT HOLDER,Italy,12,15.0,1.25
2011-10-18,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,31,47.22,1.734
2011-10-19,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,12,15.0,1.25
2011-10-20,84978,HANGING HEART JAR T-LIGHT HOLDER,EIRE,36,38.160000000000004,1.06
2011-10-20,84978,HANGING HEART JAR T-LIGHT HOLDER,Netherlands,36,38.160000000000004,1.06
2011-10-20,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,6,7.5,1.25
2011-10-24,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,3,7.38,2.46
2011-10-25,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,12,15.0,1.25
2011-10-26,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,24,30.0,1.25
2011-10-28,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,12,15.0,1.25
2011-10-30,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,23,28.75,1.25
2011-10-31,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,7,12.379999999999999,1.855
2011-11-01,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,48,53.160000000000004,1.155
2011-11-03,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,24,30.0,1.25
2011-11-04,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,12,15.0,1.25
2011-11-06,84978,HANGING HEART JAR T-LIGHT HOLDER,Channel Islands,12,15.0,1.25
2011-11-06,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,6,7.5,1.25
2011-11-07,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,164,443.0,1.8166666666666667
2011-11-08,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,37,40.620000000000005,1.76
2011-11-09,84978,HANGING HEART JAR T-LIGHT HOLDER,EIRE,36,38.160000000000004,1.06
2011-11-09,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,109,116.94,1.76
2011-11-11,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,38,49.92,1.5525
2011-11-13,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,25,31.25,1.25
2011-11-14,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,290,783.12,1.735
2011-11-15,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,18,29.76,2.0566666666666666
2011-11-16,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,40,54.84,1.5525
2011-11-17,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,53,61.830000000000005,1.505
2011-11-18,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,7,9.96,1.855
2011-11-20,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,12,15.0,1.25
2011-11-21,84978,HANGING HEART JAR T-LIGHT HOLDER,Italy,12,15.0,1.25
2011-11-21,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,10,24.6,2.46
2011-11-22,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,2,4.92,2.46
2011-11-23,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,2,2.5,1.25
2011-11-24,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,51,67.38,1.492
2011-11-25,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,2,4.92,2.46
2011-11-27,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,8,10.0,1.25
2011-11-28,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,115,131.70000000000002,1.9933333333333334
2011-11-29,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,85,155.86,1.6533333333333333
2011-11-30,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,36,38.160000000000004,1.06
2011-12-01,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,12,15.0,1.25
2011-12-02,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,14,17.5,1.25
2011-12-04,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,5,6.25,1.25
2011-12-05,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,40,51.21,1.4516666666666669
2011-12-06,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,36,38.160000000000004,1.06
2011-12-07,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,60,75.0,1.25
2011-12-08,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,37,49.879999999999995,1.5957142857142856
2011-12-09,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,4,9.84,2.46
2010-12-01,84991,60 TEATIME FAIRY CAKE CASES,Norway,24,13.200000000000001,0.55
2010-12-01,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,54,31.89,0.7325
2010-12-02,84991,60 TEATIME FAIRY CAKE CASES,Germany,24,13.200000000000001,0.55
2010-12-02,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,144,63.6,0.485
2010-12-03,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,30,21.85,1.1275
2010-12-05,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,9,4.95,0.55
2010-12-06,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,57,33.54,0.915
2010-12-07,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,30,21.85,1.158
2010-12-08,84991,60 TEATIME FAIRY CAKE CASES,Norway,24,13.200000000000001,0.55
2010-12-08,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,53,29.150000000000002,0.55
2010-12-09,84991,60 TEATIME FAIRY CAKE CASES,EIRE,24,13.200000000000001,0.55
2010-12-09,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,37,21.080000000000002,0.6716666666666667
2010-12-10,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,34,28.79,1.1275
2010-12-12,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,7,3.85,0.55
2010-12-13,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,43,25.840000000000003,0.842
2010-12-14,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,128,59.54,1.0333333333333332
2010-12-15,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,24,13.200000000000001,0.55
2010-12-16,84991,60 TEATIME FAIRY CAKE CASES,Finland,144,63.6,0.485
2010-12-16,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,88,48.400000000000006,0.55
2010-12-17,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,1,1.28,1.28
2010-12-19,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,1,0.55,0.55
2010-12-20,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,482,193.83,0.7433333333333333
2010-12-21,84991,60 TEATIME FAIRY CAKE CASES,EIRE,72,39.6,0.55
2010-12-21,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,5,8.1,1.705
2010-12-23,84991,60 TEATIME FAIRY CAKE CASES,Germany,24,13.200000000000001,0.55
2010-12-23,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,24,13.200000000000001,0.55
2011-01-04,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,6,4.03,0.7933333333333333
2011-01-05,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,29,18.14,0.7933333333333333
2011-01-06,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,81,48.2,0.6960000000000001
2011-01-07,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,24,13.200000000000001,0.55
2011-01-09,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,30,16.5,0.55
2011-01-10,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,38,22.360000000000003,0.7933333333333333
2011-01-11,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,31,21.950000000000003,0.9
2011-01-12,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,51,28.78,0.6960000000000001
2011-01-13,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,24,13.200000000000001,0.55
2011-01-14,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,30,18.6,0.8300000000000001
2011-01-16,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,120,50.4,0.42
2011-01-18,84991,60 TEATIME FAIRY CAKE CASES,Portugal,120,50.4,0.42
2011-01-19,84991,60 TEATIME FAIRY CAKE CASES,Netherlands,120,50.4,0.42
2011-01-19,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,4,2.9000000000000004,0.9
2011-01-21,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,6,7.5,1.25
2011-01-23,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,24,13.200000000000001,0.55
2011-01-24,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,30,16.5,0.55
2011-01-25,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,58,34.7,0.8300000000000001
2011-01-26,84991,60 TEATIME FAIRY CAKE CASES,Iceland,24,13.200000000000001,0.55
2011-01-26,84991,60 TEATIME FAIRY CAKE CASES,Portugal,24,13.200000000000001,0.55
2011-01-27,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,9,5.65,0.7250000000000001
2011-01-28,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,3,3.75,1.25
2011-01-30,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,24,13.200000000000001,0.55
2011-01-31,84991,60 TEATIME FAIRY CAKE CASES,Germany,48,26.400000000000002,0.55
2011-01-31,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,176,82.60000000000001,0.664
2011-02-01,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,16,15.8,0.7833333333333333
2011-02-02,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,52,31.400000000000002,0.7833333333333333
2011-02-03,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,60,33.0,0.55
2011-02-04,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,29,19.450000000000003,0.9
2011-02-06,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,4,2.2,0.55
2011-02-07,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,48,26.400000000000002,0.55
2011-02-08,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,9,11.25,1.25
2011-02-11,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,2,2.5,1.25
2011-02-13,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,24,13.200000000000001,0.55
2011-02-14,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,51,28.05,0.55
2011-02-15,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,27,14.850000000000001,0.55
2011-02-17,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,36,24.700000000000003,0.7250000000000001
2011-02-18,84991,60 TEATIME FAIRY CAKE CASES,Germany,24,13.200000000000001,0.55
2011-02-18,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,121,51.65,0.835
2011-02-21,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,14,8.4,0.6500000000000001
2011-02-22,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,26,15.700000000000001,0.9
2011-02-23,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,31,21.950000000000003,0.9
2011-02-24,84991,60 TEATIME FAIRY CAKE CASES,Switzerland,24,13.200000000000001,0.55
2011-02-24,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,24,13.200000000000001,0.55
2011-02-25,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,75,43.35,0.7250000000000001
2011-02-28,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,26,15.000000000000002,0.7833333333333333
2011-03-02,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,72,39.6,0.55
2011-03-03,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,25,14.450000000000001,0.9
2011-03-04,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,3,1.6500000000000001,0.55
2011-03-06,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,8,4.4,0.55
2011-03-07,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,159,82.35,0.7400000000000001
2011-03-08,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,73,40.85,0.7250000000000001
2011-03-09,84991,60 TEATIME FAIRY CAKE CASES,Channel Islands,24,13.200000000000001,0.55
2011-03-09,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,48,26.400000000000002,0.55
2011-03-10,84991,60 TEATIME FAIRY CAKE CASES,EIRE,240,100.8,0.42
2011-03-10,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,24,13.200000000000001,0.55
2011-03-11,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,29,18.05,0.7833333333333333
2011-03-13,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,1,0.55,0.55
2011-03-14,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,26,14.3,0.55
2011-03-15,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,15,13.850000000000001,0.7833333333333333
2011-03-16,84991,60 TEATIME FAIRY CAKE CASES,Spain,24,13.200000000000001,0.55
2011-03-16,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,360,146.4,0.41000000000000003
2011-03-17,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,52,30.700000000000003,0.8300000000000001
2011-03-18,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,29,18.75,0.7833333333333333
2011-03-20,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,32,17.6,0.55
2011-03-21,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,61,33.550000000000004,0.55
2011-03-22,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,67,42.45,0.7833333333333333
2011-03-23,84991,60 TEATIME FAIRY CAKE CASES,France,48,26.400000000000002,0.55
2011-03-23,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,9,4.95,0.55
2011-03-24,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,25,13.750000000000002,0.55
2011-03-25,84991,60 TEATIME FAIRY CAKE CASES,EIRE,24,13.200000000000001,0.55
2011-03-25,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,2,1.1,0.55
2011-03-27,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,3,1.6500000000000001,0.55
2011-03-28,84991,60 TEATIME FAIRY CAKE CASES,France,24,13.200000000000001,0.55
2011-03-28,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,53,29.85,0.6900000000000001
2011-03-29,84991,60 TEATIME FAIRY CAKE CASES,EIRE,24,13.200000000000001,0.55
2011-03-29,84991,60 TEATIME FAIRY CAKE CASES,Netherlands,240,100.8,0.42
2011-03-29,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,159,97.95,0.85
2011-03-30,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,2,1.8,0.9
2011-03-31,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,80,49.6,0.97
2011-04-01,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,146,64.7,0.5175000000000001
2011-04-03,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,8,4.4,0.55
2011-04-04,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,50,27.5,0.55
2011-04-05,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,54,31.1,0.6900000000000001
2011-04-06,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,64,45.0,0.7833333333333333
2011-04-07,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,5,2.75,0.55
2011-04-08,84991,60 TEATIME FAIRY CAKE CASES,Portugal,48,26.400000000000002,0.55
2011-04-08,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,25,14.450000000000001,0.9
2011-04-10,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,25,13.750000000000002,0.55
2011-04-11,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,157,73.55,0.645
2011-04-11,84991,60 TEATIME FAIRY CAKE CASES,Unspecified,24,13.200000000000001,0.55
2011-04-12,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,52,28.6,0.55
2011-04-14,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,120,66.0,0.55
2011-04-15,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,108,63.60000000000001,0.6900000000000001
2011-04-17,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,16,8.8,0.55
2011-04-18,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,57,34.85,0.85
2011-04-19,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,26,15.000000000000002,0.7833333333333333
